"DONE"," ""Category"""," ""File Path""","Line Number","Comment",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4131",": Requires >= 6.3 kernel headers",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4140",": Requires more recent kernel headers",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4153",": Requires linux 6.1",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4156",": Requires more recent kernel headers",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4184",": Requires linux 6.5",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4187",": Requires >= 6.6 kernel headers.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4195",": Requires >= 6.8 kernel headers.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4205",": Requires >= 6.11 kernel headers.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4212",": Requires >= 6.6 kernel headers.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4215",": Requires >= 6.10 kernel headers.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4218",": seems to not be available all the time (from <include/linux/sched.h>:",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4247",": Requires >= 6.9 kernel headers.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4251",": Requires >= 6.11 kernel headers.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4279",": Our API is unsound. The Rust API allows aliasing",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4290",": Deprecated since glibc 2.30. Remove fn once upstream does.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4293",": It now takes c_void instead of timezone since glibc 2.31.",
"FALSE"," ""musl"""," ""./libc-test/build.rs""","4321",": This needs musl 1.2.2 or later.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4357",": function pointers changed since Ubuntu 23.10",
"TRUE"," ""linux"""," ""./libc-test/build.rs""","4386","(linux): `adjust_phase` requires >= 5.7 kernel headers",
"TRUE"," ""linux"""," ""./libc-test/build.rs""","4387","(linux): `max_phase_adj` requires >= 5.19 kernel headers",
"FALSE"," ""musl"""," ""./libc-test/build.rs""","4419",": After musl 1.1.24, it have only one field `sched_priority`,",
"FALSE"," ""musl"""," ""./libc-test/build.rs""","4427",": After musl 1.1.24, the type becomes `int` instead of `unsigned short`.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4431",": It now takes mode_t since glibc 2.31 on some targets.",
"TRUE"," ""linux"""," ""./libc-test/build.rs""","4466","(linux): `adjust_phase` requires >= 5.7 kernel headers",
"TRUE"," ""linux"""," ""./libc-test/build.rs""","4467","(linux): `max_phase_adj` requires >= 5.19 kernel headers",
"TRUE"," ""#4121"""," ""./libc-test/build.rs""","4472","(#4121): a new field was added from `f_spare`",
"FALSE"," ""ctest"""," ""./libc-test/build.rs""","4480",":",
"FALSE"," ""union"""," ""./libc-test/build.rs""","4482",": This is actually a union.",
"FALSE"," ""linux"""," ""./libc-test/build.rs""","4516",": the call ABI of max_align_t is incorrect on these platforms:",
"FALSE"," ""union"""," ""./libc-test/build.rs""","4847",": actually a union",
"FALSE"," ""haiku"""," ""./libc-test/build.rs""","4849",": locale_t does not exist on Haiku",
"FALSE"," ""haiku"""," ""./libc-test/build.rs""","4851",": rusage has a different layout on Haiku",
"FALSE"," ""haiku"""," ""./libc-test/build.rs""","4853","?: complains that rust aligns on 4 byte boundary, but",
"FALSE"," ""haiku"""," ""./libc-test/build.rs""","4878",": locale_t does not exist on Haiku",
"FALSE"," ""haiku"""," ""./libc-test/build.rs""","4893",": does not exist on haiku",
"FALSE"," ""haiku"""," ""./libc-test/build.rs""","4917",": these constants do not exist on Haiku",
"FALSE"," ""time"""," ""./libc-test/build.rs""","4943",": the stat struct actually has timespec members, whereas",
"FALSE"," ""ctest"""," ""./libc-test/build.rs""","4973",": for some reason the roundtrip check fails for cpu_info",
